PartNo,pollingStation,NTKVotes2019,TotalVotes,PolledVotes,NTKpercentage,BoothAdress,Panchayat,UnionBlocks,Hamlets,Male,Female,TotalVotes,ThirdGender,MainTownOrVillage ,Mandalam ,Birga ,PoliceStation,Taluk ,District,Pincode,PageNo ,Thoguthi ,Status ,OverlapPartNo ,Scope 
210-322,"அரசு மேல்நிலைப்பள்ளி,  அழகன்குளம்",36,1032,681,5.3,வடக்குப் பகுதி மேற்கு கட்டிடம்,அழகன் குளம் ,மண்டபம் ,தெற்கு வலசை,538,494,1032,,அழகன் குளம் ,அழகன் குளம் ,பெருங்குளம் ,தேவிபட்டிணம் ,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,37,210,,,1
210-323,"அரசு மேல்நிலைப்பள்ளி,  அழகன்குளம்",17,1144,676,2.5,மேற்குக் கட்டிடம் மைய அறை,அழகன் குளம் ,மண்டபம் ,"பஜனைமடத் தெரு
பள்ளிவாசல் தெரு",539,605,1144,,அழகன் குளம் ,அழகன் குளம் ,பெருங்குளம் ,தேவிபட்டிணம் ,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,43,210,,,1
210-324,"கலைவாணி மெட்ரிக்குலேசன் பள்ளி,  பாரதி நகர் இராமநாதபுரம்",25,1155,658,3.8,தெற்கு கட்டிடம் 1வது அறை,பட்டிணம்காத்தான் ,மண்டபம் ,பாரதிநகர் மேற்கு 1வது மற்றும் 2வதுதெரு,595,558,1153,,பட்டிணம்காத்தான் ,பட்டிணம்காத்தான் ,இராமநாதபுரம் ,கேணிக்கரை ,இராமநாதபுரம் ,இராமநாதபுரம் ,623503,42,210,,,1
210-325,"கலைவாணி மெட்ரிக்குலேசன் பள்ளி,  பாரதி நகர், இராமநாதபுரம்",14,1024,516,2.7,தெற்குக் கட்டிடம் 2வது அறை,பட்டிணம்காத்தான் ,மண்டபம் ,"பாரதிநகர் மேற்கு 6 7 8 9வது தெரு
பாரதிநகர் நடுத்தெரு 10 11வது தெரு",514,508,1022,,பட்டிணம்காத்தான் ,பட்டிணம்காத்தான் ,இராமநாதபுரம் ,கேணிக்கரை ,இராமநாதபுரம் ,இராமநாதபுரம் ,623503,38,210,,,1
210-326,"கலைவாணி மெட்ரிக்குலேசன் பள்ளி, பாரதி நகர் இராமநாதபுரம்",16,1093,554,2.9,தெற்குக் கட்டிடம் 3வது அறை,பட்டிணம்காத்தான் ,மண்டபம் ,"காந்தி நகர்
பாரதிநகர் கிழக்கு
பாரதிநகர் மேற்கு 3 4 5வது தெரு",549,543,1092,,பட்டிணம்காத்தான் ,பட்டிணம்காத்தான் ,இராமநாதபுரம் ,கேணிக்கரை ,இராமநாதபுரம் ,இராமநாதபுரம் ,623503,42,210,,,1
210-327,"ஆல்வின் மெட்ரிக்குலேசன் பள்ளி,  ஓம்சக்தி நகர் இராமநாதபுரம்",34,718,442,7.7,மேற்குக் கட்டிடம் தெற்குபகுதி,பட்டிணம்காத்தான் ,மண்டபம் ,ஓம் சக்தி நகர் 17வது தெரு,334,383,717,,பட்டிணம்காத்தான் ,பட்டிணம்காத்தான் ,இராமநாதபுரம் ,கேணிக்கரை ,இராமநாதபுரம் ,இராமநாதபுரம் ,623503,27,210,,,1
210-328,"ஆல்வின் மெட்ரிக்குலேசன் பள்ளி,  ஓம்சக்தி நகர் இராமநாதபுரம்",29,695,469,6.2,தெற்குபகுதி கட்டிடம் மையப் பகுதி ம் 2வகுப்பு அ பிரிவு,பட்டிணம்காத்தான் ,மண்டபம் ,"ஜவகர்நகர் 18வது தெரு
ஓம் சக்தி நகர் கிழக்கு பகுதி",345,350,695,,பட்டிணம்காத்தான் ,பட்டிணம்காத்தான் ,இராமநாதபுரம் ,கேணிக்கரை ,இராமநாதபுரம் ,இராமநாதபுரம் ,623503,27,210,,,1
210-329,"ஆல்வின் மெட்ரிக்குலேசன் பள்ளி,  ஓம் சக்தி நகர் இராமநாதபுரம்",29,957,548,5.3,"கிழக்கு பக்கம், முதல் அறை",பட்டிணம்காத்தான் ,மண்டபம் ,ஓம் சக்தி நகர்-1,490,467,957,,பட்டிணம்காத்தான் ,பட்டிணம்காத்தான் ,இராமநாதபுரம் ,கேணிக்கரை ,இராமநாதபுரம் ,இராமநாதபுரம் ,623503,35,210,,,1
210-330,"ஆல்வின் மெட்ரிக்குலேசன் பள்ளி, ஓம்சக்தி நகர் இராமநாதபுரம்",13,375,223,5.8,கிழக்கு பக்கம் முதல் வகுப்பு பி-பிரிவு,பட்டிணம்காத்தான் ,மண்டபம் ,"ஓம் சக்தி நகர்-2
காலாங்கரை பாரதி நகர்
காலாங்கரை",179,196,375,,பட்டிணம்காத்தான் ,பட்டிணம்காத்தான் ,இராமநாதபுரம் ,கேணிக்கரை ,இராமநாதபுரம் ,இராமநாதபுரம் ,623503,18,210,,,1
210-331,"ஆல்வின் மெட்ரிக்குலேசன் பள்ளி,  ஓம் சக்தி நகர் இராமநாதபுரம்",36,1047,646,5.6,மேற்கு கட்டிடம் வடக்கு பகுதி,பட்டிணம்காத்தான் ,மண்டபம் ,வடக்கு தெரு வசந்த நகர் ஓம்சக்தி நகர்,503,542,1045,,பட்டிணம்காத்தான் ,பட்டிணம்காத்தான் ,இராமநாதபுரம் ,கேணிக்கரை ,இராமநாதபுரம் ,இராமநாதபுரம் ,623503,38,210,,,1
210-332,"நேசனல் அகாடமி மாண்டிஸோரி மெட்ரிக் மேல்நிலைப்பள்ளி,  பட்டிணம்காத்தான்",27,685,390,6.9,கே ஜி பிளாக் 1வது அறை,பட்டிணம்காத்தான் ,மண்டபம் ,பட்டிணம்காத்தான் வடக்கு-1,365,317,682,,பட்டிணம்காத்தான் ,பட்டிணம்காத்தான் ,இராமநாதபுரம் ,கேணிக்கரை ,இராமநாதபுரம் ,இராமநாதபுரம் ,623503,26,210,,,1
